Date,User,Text,Link
"August 08, 2018 at 05:23AM",@realDonaldTrump,"Congratulations to a future STAR of the Republican Party, future Senator John James. A big and bold victory tonight in the Great State of Michigan - the first of many. November can’t come fast enough!",http://twitter.com/realDonaldTrump/status/1027032629063892993
"August 08, 2018 at 05:52AM",@realDonaldTrump,Congratulations to Bill Schuette. You will have a Big win in November and be a tremendous Governor for the Great State of Michigan. Lots of car and other companies moving back!,http://twitter.com/realDonaldTrump/status/1027039880105414656
"August 08, 2018 at 06:28AM",@realDonaldTrump,Congratulations to Josh Hawley on your big Senate Primary win in Missouri. I look forward to working with you toward a big win in November. We need you in Washington!,http://twitter.com/realDonaldTrump/status/1027048797644439553
"August 08, 2018 at 04:31PM",@realDonaldTrump,5 for 5!,http://twitter.com/realDonaldTrump/status/1027200569096765441
"August 08, 2018 at 05:14PM",@realDonaldTrump,"The Republicans have now won 8 out of 9 House Seats, yet if you listen to the Fake News Media you would think we are being clobbered. Why can’t they play it straight, so unfair to the Republican Party and in particular, your favorite President!",http://twitter.com/realDonaldTrump/status/1027211440225243137
"August 08, 2018 at 05:25PM",@realDonaldTrump,"As long as I campaign and/or support Senate and House candidates (within reason), they will win! I LOVE the people, &amp; they certainly seem to like the job I’m doing. If I find the time, in between China, Iran, the Economy and much more, which I must, we will have a giant Red Wave!",http://twitter.com/realDonaldTrump/status/1027214330503352320
"August 08, 2018 at 08:07PM",@realDonaldTrump,"Congratulations to @LenaEpstein of Michigan on a job well done. Also, thanks for your great support!",http://twitter.com/realDonaldTrump/status/1027255049670549504
"August 08, 2018 at 08:51PM",@realDonaldTrump,RED WAVE!,http://twitter.com/realDonaldTrump/status/1027266105797238791
"August 09, 2018 at 03:22PM",@realDonaldTrump,"“There has been no evidence whatsoever that Donald Trump or the campaign was involved in any kind of collusion to fix the 2016 election. In fact the evidence is the opposite, that Hillary Clinton &amp; the Democrats colluded with the Russians to fix the 2016 election.” @GrahamLedger",http://twitter.com/realDonaldTrump/status/1027545694201159680
"August 09, 2018 at 06:02PM",@realDonaldTrump,"This is an illegally brought Rigged Witch Hunt run by people who are totally corrupt and/or conflicted. It was started and paid for by Crooked Hillary and the Democrats. Phony Dossier, FISA disgrace and so many lying and dishonest people already fired. 17 Angry Dems? Stay tuned!",http://twitter.com/realDonaldTrump/status/1027585937163931648
"August 09, 2018 at 06:03PM",@realDonaldTrump,Space Force all the way!,http://twitter.com/realDonaldTrump/status/1027586174448218113
"August 09, 2018 at 07:00PM",@realDonaldTrump,"Congressman Ted Yoho of Florida is doing a fantastic job and has my complete and total Endorsement! Tough on Crime and Borders, Ted was really helpful on Tax Cuts. Vote all the way for Ted in the upcoming Primary - he will never let you down!",http://twitter.com/realDonaldTrump/status/1027600571530969088
"August 09, 2018 at 09:43PM",@realDonaldTrump,@LindseyGrahamSC  “Why didn’t the FBI tell President Trump that they had concerns about Carter Page? Is there a double standard here?” They told Senator Diane Feinstein that she had a spy - but not Trump. Is that entrapment or did they just want to use Page as an excuse to SPY?,http://twitter.com/realDonaldTrump/status/1027641518243414016
"August 10, 2018 at 12:50AM",@realDonaldTrump,Jenna Ellis  “FBI thought they wouldn’t get caught because they thought that Hillary was going to win. There is overt bias and that depends on whether you are Democrat or Republican - a double standard that needs to stop.”,http://twitter.com/realDonaldTrump/status/1027688604578074626
"August 10, 2018 at 01:49PM",@realDonaldTrump,".@MariaBartiromo  “No evidence to launch even an investigation into potential collusion between Donald Trump and the Russians - and here we are, a year and a half later.”",http://twitter.com/realDonaldTrump/status/1027884715553050625
"August 10, 2018 at 02:18PM",@realDonaldTrump,"The NFL players are at it again - taking a knee when they should be standing proudly for the National Anthem. Numerous players, from different teams, wanted to show their “outrage” at something that most of them are unable to define. They make a fortune doing what they love......",http://twitter.com/realDonaldTrump/status/1027892043908046849
"August 10, 2018 at 02:32PM",@realDonaldTrump,".....Be happy, be cool! A football game, that fans are paying soooo much money to watch and enjoy, is no place to protest. Most of that money goes to the players anyway. Find another way to protest. Stand proudly for your National Anthem or be Suspended Without Pay!",http://twitter.com/realDonaldTrump/status/1027895506809364480
"August 10, 2018 at 02:47PM",@realDonaldTrump,"I have just authorized a doubling of Tariffs on Steel and Aluminum with respect to Turkey as their currency, the Turkish Lira, slides rapidly downward against our very strong Dollar! Aluminum will now be 20% and Steel 50%. Our relations with Turkey are not good at this time!",http://twitter.com/realDonaldTrump/status/1027899286586109955
"August 10, 2018 at 11:30PM",@realDonaldTrump,"Democrats, please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas &amp; policies may be bad, but who should definitely be given a 4th chance. She is trying very hard &amp; has every right to take down the Democrat Party if she has veered too far left!",http://twitter.com/realDonaldTrump/status/1028030912095838208
"August 11, 2018 at 12:47AM",@realDonaldTrump,"Had a very good phone call with @EmmanuelMacron, President of France. Discussed various subjects, in particular Security and Trade. Many other calls and conversations today. Looking forward to dinner tonight with Tim Cook of Apple. He is investing big dollars in U.S.A.",http://twitter.com/realDonaldTrump/status/1028050296151400453
"August 11, 2018 at 12:58AM",@realDonaldTrump,Thank you to Kanye West and the fact that he is willing to tell the TRUTH. One new and great FACT - African American unemployment is the lowest ever recorded in the history of our Country. So honored by this. Thank you Kanye for your support. It is making a big difference!,http://twitter.com/realDonaldTrump/status/1028052897563590657
"August 11, 2018 at 01:12AM",@realDonaldTrump,Deal with Mexico is coming along nicely. Autoworkers and farmers must be taken care of or there will be no deal. New President of Mexico has been an absolute gentleman. Canada must wait. Their Tariffs and Trade Barriers are far too high. Will tax cars if we can’t make a deal!,http://twitter.com/realDonaldTrump/status/1028056640422068225
"August 11, 2018 at 02:35PM",@realDonaldTrump,"Why isn’t the FBI giving Andrew McCabe text massages to Judicial Watch or appropriate governmental authorities. FBI said they won’t give up even one (I may have to get involved, DO NOT DESTROY). What are they hiding? McCabe wife took big campaign dollars from Hillary people......",http://twitter.com/realDonaldTrump/status/1028258612165128199
"August 11, 2018 at 02:49PM",@realDonaldTrump,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",http://twitter.com/realDonaldTrump/status/1028262012332240901
"August 11, 2018 at 03:17PM",@realDonaldTrump,"Why isn’t the FBI giving Andrew McCabe text messages  to Judicial Watch or appropriate governmental authorities. FBI said they won’t give up even one (I may have to get involved, DO NOT DESTROY). What are they hiding? McCabe wife took big campaign dollars from Hillary people.....",http://twitter.com/realDonaldTrump/status/1028269087133257728
"August 11, 2018 at 03:18PM",@realDonaldTrump,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",http://twitter.com/realDonaldTrump/status/1028269328246947840
"August 11, 2018 at 03:26PM",@realDonaldTrump,The riots in Charlottesville a year ago resulted in senseless death and division. We must come together as a nation. I condemn all types of racism and acts of violence. Peace to ALL Americans!,http://twitter.com/realDonaldTrump/status/1028271447632957441
"August 11, 2018 at 03:41PM",@realDonaldTrump,I am proud to have fought for and secured the LOWEST African American and Hispanic unemployment rates in history. Now I’m pushing for prison reform to give people who have paid their debt to society a second chance. I will never stop fighting for ALL Americans!,http://twitter.com/realDonaldTrump/status/1028275158342098944
"August 11, 2018 at 08:28PM",@realDonaldTrump,"The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy A.G. Bruce Ohr and his beautiful wife, Nelly. It was Fusion GPS that hired Steele to write the phony &amp; discredited Dossier, paid for by Crooked Hillary &amp; the DNC....",http://twitter.com/realDonaldTrump/status/1028347518822825984
"August 11, 2018 at 08:54PM",@realDonaldTrump,....Do you believe Nelly worked for Fusion and her husband STILL WORKS FOR THE DEPARTMENT OF “JUSTICE.” I have never seen anything so Rigged in my life. Our A.G. is scared stiff and Missing in Action. It is all starting to be revealed - not pretty. IG Report soon?  Witch Hunt!,http://twitter.com/realDonaldTrump/status/1028354010129027077
"August 11, 2018 at 08:59PM",@realDonaldTrump,Hundreds of Bikers for Trump just joined me at Bedminster. Quite a scene - great people who truly love our Country!,http://twitter.com/realDonaldTrump/status/1028355187939987465
"August 12, 2018 at 03:51AM",@realDonaldTrump,Bikers for Trump at Bedminster earlier today. Thank you! https://t.co/GWN56gYGT3,http://twitter.com/realDonaldTrump/status/1028458842345095169
"August 12, 2018 at 02:24PM",@realDonaldTrump,".@JudgeJeanine  “Bob Mueller, isn’t your whole investigation premised on a Fake Dossier, paid for by Hillary, created by a man who hates Donald Trump, &amp; used to con a FISA Court Judge. Bob, I really think it’s time for you to give up your phony investigation.” No Collusion!",http://twitter.com/realDonaldTrump/status/1028618150944944129
"August 12, 2018 at 02:34PM",@realDonaldTrump,".@GovMikeHuckabee “Your paycheck is bigger, your pension is stronger.” @foxandfriends  Unemployment numbers are better than they have been in 50 years, &amp; perhaps ever. Our country is booming like never before - and it will get even better! Many companies moving back to the U.S.A.",http://twitter.com/realDonaldTrump/status/1028620642529292289
"August 12, 2018 at 02:57PM",@realDonaldTrump,"Many @harleydavidson owners plan to boycott the company if manufacturing moves overseas. Great! Most other companies are coming in our direction, including Harley competitors. A really bad move! U.S. will soon have a level playing field, or better.",http://twitter.com/realDonaldTrump/status/1028626569475051522
"August 12, 2018 at 03:25PM",@realDonaldTrump,"“Seems like the Department of Justice (and FBI) had a program to keep Donald Trump from becoming President”. @DarrellIssa  @foxandfriends  If this had happened to the other side, everybody involved would be in jail. This is a Media coverup of the biggest story of our time.",http://twitter.com/realDonaldTrump/status/1028633682918166528
"August 13, 2018 at 03:27PM",@realDonaldTrump,"Wacky Omarosa, who got fired 3 times on the Apprentice, now got fired for the last time. She never made it, never will. She begged me for a job, tears in her eyes, I said Ok. People in the White House hated her. She was vicious, but not smart. I would rarely see her but heard....",http://twitter.com/realDonaldTrump/status/1028996374174593025
"August 13, 2018 at 03:50PM",@realDonaldTrump,"...really bad things. Nasty to people &amp; would constantly miss meetings &amp; work. When Gen. Kelly came on board he told me she was a loser &amp; nothing but problems. I told him to try working it out, if possible, because she only said GREAT things about me - until she got fired!",http://twitter.com/realDonaldTrump/status/1029002242932834310
"August 13, 2018 at 04:21PM",@realDonaldTrump,"While I know it’s “not presidential” to take on a lowlife like Omarosa, and while I would rather not be doing so, this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible. Sorry!",http://twitter.com/realDonaldTrump/status/1029010124881453056
"August 13, 2018 at 05:12PM",@realDonaldTrump,The very unpopular Governor of Ohio (and failed presidential candidate) @JohnKasich hurt Troy Balderson’s recent win by tamping down enthusiasm for an otherwise great candidate. Even Kasich’s Lt. Governor lost Gov. race because of his unpopularity. Credit to Troy on the BIG WIN!,http://twitter.com/realDonaldTrump/status/1029022897787084800
"August 13, 2018 at 06:04PM",@realDonaldTrump,"Agent Peter Strzok was just fired from the FBI - finally. The list of bad players in the FBI &amp; DOJ gets longer &amp; longer. Based on the fact that Strzok was in charge of the Witch Hunt, will it be dropped? It is a total Hoax. No Collusion, No Obstruction - I just fight back!",http://twitter.com/realDonaldTrump/status/1029036065158557701
"August 13, 2018 at 06:09PM",@realDonaldTrump,"Just fired Agent Strzok, formerly of the FBI, was in charge of the Crooked Hillary Clinton sham investigation. It was a total fraud on the American public and should be properly redone!",http://twitter.com/realDonaldTrump/status/1029037282676957185
"August 13, 2018 at 06:13PM",@realDonaldTrump,Wacky Omarosa already has a fully signed Non-Disclosure Agreement!,http://twitter.com/realDonaldTrump/status/1029038164248338432
"August 13, 2018 at 07:11PM",@realDonaldTrump,"Brooks Koepka just won his third Golf Major, and he did it not only with his powerful game, but with his powerful mind. He has been a man of steel on the Tour and will have many Victories, including Majors, ahead of him. Congrats to Brooks and his great team on a job well done!",http://twitter.com/realDonaldTrump/status/1029052803380076544
"August 13, 2018 at 07:14PM",@realDonaldTrump,"RT @MichaelCohen212: LTo the many dozens of #journalists who called me, questioning @OMAROSA claim in her new book that @POTUS @realDonaldTrump took a note from me, put it in his mouth and ate it...I saw NO such thing and am shocked anyone would take this seriously.",http://twitter.com/realDonaldTrump/status/1029053557176188931
"August 13, 2018 at 07:14PM",@realDonaldTrump,"RT @FrankLuntz: I’m in @Omarosa’s book on page 149. She claims to have heard from someone who heard from me that I heard Trump use the N-word.

Not only is this flat-out false (I’ve never heard such a thing), but Omarosa didn’t even make an effort to call or email me to verify. Very shoddy work.",http://twitter.com/realDonaldTrump/status/1029053638608674817
"August 13, 2018 at 08:19PM",@realDonaldTrump,"Just landed at Fort Drum, New York. Looking forward to making a speech about our GREAT HEROES!",http://twitter.com/realDonaldTrump/status/1029069948214288384
"August 13, 2018 at 09:37PM",@realDonaldTrump,"Great to be in Fort Drum, New York with our HEROES! https://t.co/Ke54QGZbU7",http://twitter.com/realDonaldTrump/status/1029089559710236672
"August 13, 2018 at 10:42PM",@realDonaldTrump,"Pete Stauber is running for Congress in Minnesota. He will make for a great Congressman. Pete is strong on crime and borders, loves our Military, Vets and Second Amendment. Vote for Pete tomorrow. He has my full and total Endorsement!",http://twitter.com/realDonaldTrump/status/1029105967068323840
"August 14, 2018 at 12:36AM",@realDonaldTrump,It was my great honor to sign our new Defense Bill into law and to pay tribute to the greatest soldiers in the history of the world: THE U.S. ARMY. The National Defense Authorization Act is the most significant investment in our Military and our warfighters in modern history! https://t.co/M6VI1c0Sgx,http://twitter.com/realDonaldTrump/status/1029134567356149762
"August 14, 2018 at 02:11AM",@realDonaldTrump,“Trump’s foreign policy is actually boosting America’s standing” https://t.co/oC7Xs38uRo,http://twitter.com/realDonaldTrump/status/1029158545391054848
"August 14, 2018 at 03:37AM",@realDonaldTrump,"Scott Walker of Wisconsin is a tremendous Governor who has done incredible things for that Great State. He has my complete &amp; total Endorsement! He brought the amazing Foxconn to Wisconsin with its 15,000 Jobs-and so much more. Vote for Scott on Tuesday in the Republican Primary!",http://twitter.com/realDonaldTrump/status/1029180132630687745
"August 14, 2018 at 03:37AM",@realDonaldTrump,https://t.co/Gm9KE8cHpS,http://twitter.com/realDonaldTrump/status/1029180220690124800
"August 14, 2018 at 03:50AM",@realDonaldTrump,".@MarkBurnettTV called to say that there are NO TAPES of the Apprentice where I used such a terrible and disgusting word as attributed by Wacky and Deranged Omarosa. I don’t have that word in my vocabulary, and never have. She made it up. Look at her MANY recent quotes saying....",http://twitter.com/realDonaldTrump/status/1029183344397955074
"August 14, 2018 at 03:57AM",@realDonaldTrump,"....such wonderful and powerful things about me - a true Champion of Civil Rights - until she got fired. Omarosa had Zero credibility with the Media (they didn’t want interviews) when she worked in the White House. Now that she says bad about me, they will talk to her. Fake News!",http://twitter.com/realDonaldTrump/status/1029185314752000007
"August 14, 2018 at 12:59PM",@realDonaldTrump,Tom Fitton of Judicial Watch: “The Strzok firing is as much about the Mueller operation as anything else. There would be no Mueller Special Councel to investigate so called collusion but for the machinations of Strzok &amp; his colleagues at the top levels of the FBI. We know this...,http://twitter.com/realDonaldTrump/status/1029321624603054080
"August 14, 2018 at 01:07PM",@realDonaldTrump,"....guy was corrupt and had anti-Trump animus. Strzok and others at the FBI should be criminally investigated for the way the conducted this investigation. Instead, Mueller is pretending nothing went wrong. He used Strzok, he used the Clinton DNC Dossier...the whole thing....",http://twitter.com/realDonaldTrump/status/1029323499226243072
"August 14, 2018 at 01:13PM",@realDonaldTrump,"....should be shut down. The Strzok firing shows that the fundamental underpinnings of the investigation were corrupt. It should be shut down by the courts or by honest prosecutors.” Thank you Judicial Watch, I couldn’t have said it better myself!",http://twitter.com/realDonaldTrump/status/1029325115547369472
"August 14, 2018 at 01:21PM",@realDonaldTrump,"Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts, with his 17 Angry Democrats, without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou, so true!",http://twitter.com/realDonaldTrump/status/1029327223269060609
"August 14, 2018 at 01:31PM",@realDonaldTrump,"When you give a crazed, crying lowlife a break, and give her a job at the White House, I guess it just didn’t work out. Good work by General Kelly for quickly firing that dog!",http://twitter.com/realDonaldTrump/status/1029329583672307712
"August 14, 2018 at 01:42PM",@realDonaldTrump,Another terrorist attack in London...These animals are crazy and must be dealt with through toughness and strength!,http://twitter.com/realDonaldTrump/status/1029332350969237504
"August 14, 2018 at 01:55PM",@realDonaldTrump,"Bruce Ohr of the “Justice” Department (can you believe he is still there) is accused of helping disgraced Christopher Steele “find dirt on Trump.” Ohr’s wife, Nelly, was in on the act big time - worked for Fusion GPS on Fake Dossier. @foxandfriends",http://twitter.com/realDonaldTrump/status/1029335579845115904
"August 14, 2018 at 02:06PM",@realDonaldTrump,"“They were all in on it, clear Hillary Clinton and FRAME Donald Trump for things he didn’t do.” Gregg Jarrett on @foxandfriends  If we had a real Attorney General, this Witch Hunt would never have been started! Looking at the wrong people.",http://twitter.com/realDonaldTrump/status/1029338578239795200
"August 14, 2018 at 03:01PM",@realDonaldTrump,"Fired FBI Agent Peter Strzok is a fraud, as is the rigged investigation he started. There was no Collusion or Obstruction with Russia, and everybody, including the Democrats, know it. The only Collusion and Obstruction was by Crooked Hillary, the Democrats and the DNC!",http://twitter.com/realDonaldTrump/status/1029352395464224769
"August 14, 2018 at 03:10PM",@realDonaldTrump,Strzok started the illegal Rigged Witch Hunt - why isn’t this so-called “probe” ended immediately? Why aren’t these angry and conflicted Democrats instead looking at Crooked Hillary?,http://twitter.com/realDonaldTrump/status/1029354577559281665
"August 14, 2018 at 03:15PM",@realDonaldTrump,"Lou Dobbs: “This cannot go forward...this Special Counsel with all of his conflicts, with his 17 Angry Democrats, without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou, so true!",http://twitter.com/realDonaldTrump/status/1029355952414371841
"August 14, 2018 at 08:21PM",@realDonaldTrump,“Hope and Change in an Alabama Coal Mine” https://t.co/IwLEO9ff9X,http://twitter.com/realDonaldTrump/status/1029432932094668802
"August 15, 2018 at 02:30PM",@realDonaldTrump,Great Republican election results last night. So far we have the team we want. 8 for 9 in Special Elections. Red Wave!,http://twitter.com/realDonaldTrump/status/1029706933706661889
"August 15, 2018 at 02:44PM",@realDonaldTrump,"“People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the U.S. legally.”  Chuck Schumer in 2009, before he went left and haywire!  @foxandfriends",http://twitter.com/realDonaldTrump/status/1029710345315733504
"August 15, 2018 at 02:54PM",@realDonaldTrump,Congratulations to Leah Vukmir of Wisconsin on your great win last night. You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little. You have my complete and total Endorsement!,http://twitter.com/realDonaldTrump/status/1029712857724792832
"August 15, 2018 at 03:02PM",@realDonaldTrump,"Congratulations to Bryan Steil on a wonderful win last night. Your will be replacing a great guy in Paul Ryan, and your win in November will make the entire State of Wisconsin very proud. You have my complete and total Endorsement!",http://twitter.com/realDonaldTrump/status/1029714921645334529
"August 15, 2018 at 03:07PM",@realDonaldTrump,Scott Walker is very special and will have another great win in November. He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement!,http://twitter.com/realDonaldTrump/status/1029716105420595200
"August 15, 2018 at 03:12PM",@realDonaldTrump,Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong and well known opponent! Thanks for all of the support you showed me. You have my complete and total Endorsement. You will win in November!,http://twitter.com/realDonaldTrump/status/1029717542842052608
"August 15, 2018 at 03:14PM",@realDonaldTrump,"Congratulations to Bryan Steil on a wonderful win last night. You will be replacing a great guy in Paul Ryan, and your win in November will make the entire State of Wisconsin very proud. You have my complete and total Endorsement!",http://twitter.com/realDonaldTrump/status/1029717928130818048
"August 15, 2018 at 03:18PM",@realDonaldTrump,"“People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the U.S. legally.” Chuck Schumer in 2009, before he went left and haywire!  @foxandfriends",http://twitter.com/realDonaldTrump/status/1029719034756059136
"August 15, 2018 at 03:31PM",@realDonaldTrump,".@PeteStauber won big last night in Minnesota. A big star in Hockey, he will be an even bigger star in politics. It all begins with a win in November. Pete has my complete and total Endorsement!",http://twitter.com/realDonaldTrump/status/1029722249232826368
"August 15, 2018 at 03:39PM",@realDonaldTrump,"It is about time that Connecticut had a real and talented Governor. Bob Stefanowski is the person needed to do the job. Tough on crime, Bob is also a big cutter of Taxes. He will win in November and make a Great Governor, a major difference maker. Bob has my total Endorsement!",http://twitter.com/realDonaldTrump/status/1029724286121074689
"August 15, 2018 at 03:51PM",@realDonaldTrump,My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a tough race against a very fine opponent. Kris will win in November and be a great Governor. He has my complete and total Endorsement!,http://twitter.com/realDonaldTrump/status/1029727209316069376
"August 15, 2018 at 04:08PM",@realDonaldTrump,"The Rigged Russian Witch Hunt goes on and on as the “originators and founders” of this scam continue to be fired and demoted for their corrupt and illegal activity. All credibility is gone from this terrible Hoax, and much more will be lost as it proceeds. No Collusion!",http://twitter.com/realDonaldTrump/status/1029731513573822464
"August 15, 2018 at 04:15PM",@realDonaldTrump,"“The action (the Strzok firing) was a decisive step in the right direction in correcting the wrongs committed by what has been described as Comey’s skinny inner circle.”  Chris Swecker, former FBI Assistant Director.",http://twitter.com/realDonaldTrump/status/1029733227404189697
"August 15, 2018 at 04:57PM",@realDonaldTrump,"Happy Birthday to the leader of the Democrat Party, Maxine Waters!",http://twitter.com/realDonaldTrump/status/1029743849160232960
"August 15, 2018 at 05:04PM",@realDonaldTrump,"Our Country was built on Tariffs, and Tariffs are now leading us to great new Trade Deals - as opposed to the horrible and unfair Trade Deals that I inherited as your President. Other Countries should not be allowed to come in and steal the wealth of our great U.S.A. No longer!",http://twitter.com/realDonaldTrump/status/1029745594540150784
"August 15, 2018 at 08:34PM",@realDonaldTrump,"Chuck Schumer, I agree! https://t.co/KfoLkQU5Hv",http://twitter.com/realDonaldTrump/status/1029798446650277888
"August 15, 2018 at 09:52PM",@realDonaldTrump,"RT @Rasmussen_Poll: Today’s @realDonaldTrump approval ratings among black voters: 36% 

This day last year: 19% 

https://t.co/mazBCWoIMy @POTUS @realDonaldTrump https://t.co/uIqYxoBn6w",http://twitter.com/realDonaldTrump/status/1029818164840988672
"August 16, 2018 at 03:00AM",@realDonaldTrump,"“John Brennan is a stain on the Country, we deserve better than this.” Former Secret Service Agent and author of new book, “Spygate, the Attempted Sabotage of Donald J. Trump,” Dan Bongino. Thank you Dan, and good luck with the book!",http://twitter.com/realDonaldTrump/status/1029895689868853248
"August 16, 2018 at 03:14AM",@realDonaldTrump,"“Hillary Clinton clearly got a pass by the FBI. We have the unfortunate situation where they then decided they were going to frame Donald Trump” concerning the Rigged Witch Hunt. JOE DIGENOVA, former U.S. Attorney.",http://twitter.com/realDonaldTrump/status/1029899109749202944
"August 16, 2018 at 04:02AM",@realDonaldTrump,"“WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN, IT WAS NEVER THAT GREAT.” Can you believe this is the Governor of the Highest Taxed State in the U.S., Andrew Cuomo, having a total meltdown!",http://twitter.com/realDonaldTrump/status/1029911186949767168
"August 16, 2018 at 04:31AM",@realDonaldTrump,"Mark Levin “When they had power they didn’t stop the Russians, the Chinese, the North Koreans, they funded the Iranians &amp; are responsible for the greatest scandal in American history by interfering with our election &amp; trying to undermine the Trump Campaign and Trump Presidency.”",http://twitter.com/realDonaldTrump/status/1029918661165936641
"August 16, 2018 at 04:40AM",@realDonaldTrump,“I’d strip the whole bunch of them. They’re all corrupt. They’ve all abused their power. They’ve all betrayed the American people with a political agenda. They tried to steal and influence an election in the United States.” @seanhannity,http://twitter.com/realDonaldTrump/status/1029920861128720385
"August 16, 2018 at 02:43PM",@realDonaldTrump,"Our Economy is doing better than ever. Money is pouring into our cherished DOLLAR like rarely before, companies earnings are higher than ever, inflation is low &amp; business optimism is higher than it has ever been. For the first time in many decades, we are protecting our workers!",http://twitter.com/realDonaldTrump/status/1030072571948134400
"August 16, 2018 at 02:50PM",@realDonaldTrump,THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY. It is very bad for our Great Country....BUT WE ARE WINNING!,http://twitter.com/realDonaldTrump/status/1030074380397752320
"August 16, 2018 at 04:00PM",@realDonaldTrump,"The Boston Globe, which was sold to the the Failing New York Times for 1.3 BILLION DOLLARS (plus 800 million dollars in losses &amp; investment), or 2.1 BILLION DOLLARS, was then sold by the Times for 1 DOLLAR. Now the Globe is in COLLUSION with other papers on free press. PROVE IT!",http://twitter.com/realDonaldTrump/status/1030091812495654912
"August 16, 2018 at 04:10PM",@realDonaldTrump,"There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS. The fact is that the Press is FREE to write and say anything it wants, but much of what it says is FAKE NEWS, pushing a political agenda or just plain trying to hurt people. HONESTY WINS!",http://twitter.com/realDonaldTrump/status/1030094399362007040
"August 16, 2018 at 05:36PM",@realDonaldTrump,"The Queen of Soul, Aretha Franklin, is dead. She was a great woman, with a wonderful gift from God, her voice. She will be missed!",http://twitter.com/realDonaldTrump/status/1030116078125568006
"August 16, 2018 at 08:43PM",@realDonaldTrump,Great @Cabinet meeting today at the @WhiteHouse! https://t.co/RwOhQF9SEv,http://twitter.com/realDonaldTrump/status/1030163121678245889
"August 16, 2018 at 08:55PM",@realDonaldTrump,Thank you for the kind words Omarosa! https://t.co/PMmNG6iIsi,http://twitter.com/realDonaldTrump/status/1030166194723205122
"August 17, 2018 at 09:25PM",@realDonaldTrump,"Which is worse, Hightax Andrew Cuomo's statement, “WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN, IT WAS NEVER THAT GREAT” or Hillary Clinton’s “DEPLORABLES” statement...",http://twitter.com/realDonaldTrump/status/1030536206415802369
"August 17, 2018 at 09:25PM",@realDonaldTrump,"...I say Andrew’s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal Actress, but his political career is over!",http://twitter.com/realDonaldTrump/status/1030536210194882561
"August 17, 2018 at 11:25PM",@realDonaldTrump,https://t.co/TmICRUV9uo,http://twitter.com/realDonaldTrump/status/1030566272176672768
"August 18, 2018 at 12:29AM",@realDonaldTrump,“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed.”  Charles Payne  @FoxBusiness   How much more does Mueller have to see? They have blinders on - RIGGED!,http://twitter.com/realDonaldTrump/status/1030582354308411392
"August 18, 2018 at 03:37AM",@realDonaldTrump,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishingthat he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......",http://twitter.com/realDonaldTrump/status/1030629846299357185
"August 18, 2018 at 03:46AM",@realDonaldTrump,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......",http://twitter.com/realDonaldTrump/status/1030631977135812610
"August 18, 2018 at 03:47AM",@realDonaldTrump,"....financial gain is a Federal Gratuity Statute Violation, Bribery Statute Violation, Honest Services Violation....all Major Crimes....because the DOJ is run by BLANK Jeff Sessions......”  Gregg Jarrett.  So when does Mueller do what must be done? Probably never! @FoxNews",http://twitter.com/realDonaldTrump/status/1030632303507243008
"August 18, 2018 at 01:23PM",@realDonaldTrump,"Social Media is totally discriminating against Republican/Conservative voices. Speaking loudly and clearly for the Trump Administration, we won’t let that happen. They are closing down the opinions of many people on the RIGHT, while at the same time doing nothing to others.......",http://twitter.com/realDonaldTrump/status/1030777074959757313
